Schuljahr,Schulform,Amtlicher Gemeindeschlüssel,Verwaltungsbezirk,Schulnummer,Amtliche Bezeichnung 1,Amtliche Bezeichnung 2,Amtliche Bezeichnung 3,Straße und Hausnummer,Postleitzahl,Ort,Rechtsstatus,Telefonnummer Vorwahl,Telefonnummer Durchwahl,Faxnummer Vorwahl,Faxnummer Durchwahl,Offizielle E-Mail-Adresse,Anzahl,Sozialindex,latitude,longitude,found_address
2024/25,Grundschule,05770024,"Minden, Stadt",100196,Grundschule an der Bastau,Gem. Grundschule der Stadt Minden,,Piwittskamp 38,32429,Minden,Öffentlich,05731,144301,,,100196@schule.nrw.de,65,8,52.2821843,8.8816462,"Grundschule am Standort Piwittskamp, 38, Piwittskamp, Rodenbeck, Minden, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32429, Deutschland"
2024/25,Grundschule,05770024,"Minden, Stadt",126895,Bierpohlschule,Gem. Grundschule,,Bierpohlweg 51,32425,Minden,Öffentlich,0571,42093,0571,46750,126895@schule.nrw.de,340,5,52.3082541,8.9032782,"51, Bierpohlweg, Nordstadt, Minden, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32425, Deutschland"
2024/25,Grundschule,05770024,"Minden, Stadt",126913,Hohenstaufenschule,Gem. Grundschule,,Kuhlenstr. 70,32427,Minden,Öffentlich,0571,22576,,,126913@schule.nrw.de,545,5,52.2845901,8.8913635,"Hohenstaufenschule, 70, Kuhlenstraße, Rodenbeck, Minden, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32427, Deutschland"
2024/25,Grundschule,05770024,"Minden, Stadt",126937,Eine-Welt-Schule,Gem. Grundschule der Stadt Minden,- Primarstufe -,Fröbelstr. 5,32423,Minden,Öffentlich,0571,20793,0571,20781,126937@schule.nrw.de,235,6,52.2858419,8.9109611,"Eine-Welt-Schule, 5, Fröbelstraße, Innenstadt, Minden, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32423, Deutschland"
2024/25,Grundschule,05770024,"Minden, Stadt",126949,Domschule,Kath. Grundschule,,Immanuelstr. 2,32427,Minden,Öffentlich,0571,20794,0571,21005,126949@schule.nrw.de,415,6,52.2926108,8.9147603,"2, Immanuelstraße, Innenstadt, Minden, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32427, Deutschland"
2024/25,Grundschule,05770024,"Minden, Stadt",126950,Mosaik-Schule-Minden,Gemeinschaftsgrundschule d. Stadt Minden,- Primarstufe -,Bugenhagenstr. 13,32425,Minden,Öffentlich,0571,41814,0571,9743078,126950@schule.nrw.de,315,9,52.3062615,8.8862923,"13, Bugenhagenstraße, Bärenkämpen, Minden, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32425, Deutschland"
2024/25,Grundschule,05770024,"Minden, Stadt",126998,Grundschule Am Wiehen,Gemeinschaftsgrundschule d. Stadt Minden,- Primarstufe -,Schülerweg 14,32429,Minden,Öffentlich,0571,53942,0571,5084886,126998@schule.nrw.de,410,4,52.2634799,8.877053,"14, Schülerweg, Häverstädt, Minden, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32429, Deutschland"
2024/25,Grundschule,05770024,"Minden, Stadt",127048,Michael-Ende-Schule,Gem. Grundschule der Stadt Minden,- Primarstufe -,Königstr. 336,32427,Minden,Öffentlich,0571,9743347,0571,9743348,127048@schule.nrw.de,285,2,52.3052124,8.8561926,"Michael-Ende-Schule, 336, Königstraße, Hahlen, Minden, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32427, Deutschland"
2024/25,Grundschule,05770024,"Minden, Stadt",127188,Gem. Grundschule Kutenhausen,der Stadt Minden,- Primarstufe -,Kutenhauser Dorfstr. 32,32425,Minden,Öffentlich,0571,649101,0571,649103,127188@schule.nrw.de,210,2,52.3353274,8.8972968,"Grundschule Kutenhausen, 32, Kutenhauser Dorfstraße, Kutenhausen, Minden, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32425, Deutschland"
2024/25,Grundschule,05770024,"Minden, Stadt",127292,Grundschule Dankersen-Leteln,Gem. Grundschule der Stadt Minden,-Primarstufe-,Mainstr. 20,32423,Minden,Öffentlich,0571,30488,0571,30491,127292@schule.nrw.de,255,3,52.2969625,8.9680495,"20A, Mainstraße, Dankersen, Minden, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32423, Deutschland"
2024/25,Grundschule,05770024,"Minden, Stadt",194608,Freie Evangelische Schule Minden,Ev. private Grundschule als Ersatzschule,in freier Trägerschaft  - Primarstufe -,Haberbreede 17,32429,Minden,Privat,05734,669390,05734,669391,194608@schule.nrw.de,185,,52.2689754,8.8244887,"17, Haberbreede, Haddenhausen, Minden, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32429, Deutschland"
2024/25,Grundschule,05770024,"Minden, Stadt",195844,Freie Evangelische Grundschule Minden,"Minderheide,priv.Grundsch.-Primarst.-als",Ersatzsch.d.Christl.Schulver.Minden e.V.,Petershäger Weg 201,32425,Minden,Privat,0571,42153,,,195844@schule.nrw.de,200,,52.3163536,8.8854127,"201, Petershäger Weg, Kuhlenkamp, Minderheide, Minden, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32425, Deutschland"
2024/25,Grundschule,05770028,"Petershagen, Stadt",127164,Grundschulverbund Eldagsen-Friedewalde,d. Stadt Petershagen m.ev.Hauptstandort,u. Gemeinschaftsstandort  -Primarstufe-,Maaslinger Grenzweg 8,32469,Petershagen,Öffentlich,05707,639,05707,800146,127164@schule.nrw.de,180,1,52.3915344,8.9255947,"8, Maaslinger Grenzweg, Eldagsen, Maaslingen, Petershagen, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32469, Deutschland"
2024/25,Grundschule,05770028,"Petershagen, Stadt",127206,Gem. Grundschule Petershagen,,,Koppelweg 12,32469,Petershagen,Öffentlich,05707,2027,,,127206@schule.nrw.de,215,2,52.376056,8.9615574,"12, Koppelweg, Altstadt, Hopfenberg, Petershagen, Eldagsen, Petershagen, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32469, Deutschland"
2024/25,Grundschule,05770028,"Petershagen, Stadt",127310,Grundschulverbund Lahde-Frille,Gemeinschaftsgrundschule,der Stadt Petershagen -Primarstufe-,Schulstr. 40,32469,Petershagen,Öffentlich,05702,4158,05702,801408,127310@schule.nrw.de,405,2,52.3718804,8.9990805,"40, Schulstraße, Lahde, Petershagen, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32469, Deutschland"
2024/25,Grundschule,05770028,"Petershagen, Stadt",127346,Hans-Lüken-Schule,Gem. Grundschule Windheim,,Hans-Lüken-Str. 26,32469,Petershagen,Öffentlich,05705,244,05705,958244,127346@schule.nrw.de,225,2,52.4115826,9.0164841,"Sporthalle, 26, Hans-Lüken-Straße, Windheim, Petershagen, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32469, Deutschland"
2024/25,Grundschule,05770032,"Porta Westfalica, Stadt",126986,Gem. Grundschule Barkhausen,,,Osterfeldstr. 14,32457,Porta Westfalica,Öffentlich,0571,54462,0571,509718,126986@schule.nrw.de,155,2,52.253347,8.9132449,"14, Osterfeldstraße, Barkhausen, Porta Westfalica, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32457, Deutschland"
2024/25,Grundschule,05770032,"Porta Westfalica, Stadt",127073,Grundschulverbund Eisbergen-Veltheim,Gemeinschaftsgrundschule,der Stadt Porta Westfalica -Primarstufe-,Albert-Schweitzer-Str. 11,32457,Porta Westfalica,Öffentlich,05751,8234,05751,982451,127073@schule.nrw.de,245,2,52.2032899,9.0146111,"11, Albert-Schweitzer-Straße, Eisbergen, Porta Westfalica, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32457, Deutschland"
2024/25,Grundschule,05770032,"Porta Westfalica, Stadt",127085,Gem. Grundschule Hausberge,,,Kirchhofsweg 6,32457,Porta Westfalica,Öffentlich,0571,71428,0571,71538,127085@schule.nrw.de,205,4,52.23547,8.9208123,"6, Kirchhofsweg, Hausberge, Porta Westfalica, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32457, Deutschland"
2024/25,Grundschule,05770032,"Porta Westfalica, Stadt",127097,Grundschulverbund Holzhausen-Vennebeck,Gemeinschaftsgrundschule,der Stadt Porta Westfalica -Primarstufe-,Rektor-Seemann-Str. 16,32457,Porta Westfalica,Öffentlich,0571,72701,0571,7100633,127097@schule.nrw.de,320,1,52.230373,8.9001154,"16, Rektor-Seemann-Straße, Hitzepohl, Holzhausen I, Porta Westfalica, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32457, Deutschland"
2024/25,Grundschule,05770032,"Porta Westfalica, Stadt",184093,Grundschulverb. Neesen-Kleinenbremen,Gem. Grundschule d.St. Porta Westfalica,- Primarstufe -,Mittelfeldstr. 8,32457,Porta Westfalica,Öffentlich,0571,72380,0571,779298,184093@schule.nrw.de,485,2,52.2638699,8.9311274,"8, Mittelfeldstraße, Neesen, Porta Westfalica, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32457, Deutschland"
2024/25,Grundschule,05770036,"Preußisch Oldendorf, Stadt",126834,Evang. Grundschule Bad Holzhausen,der Stadt Preußisch Oldendorf,- Primarstufe -,Bahnhofstr. 16,32361,Preußisch Oldendorf,Öffentlich,05742,9311600,05742,9311620,126834@schule.nrw.de,200,3,52.2890825,8.536333,"Ev. Grundschule Bad Holzhausen, 16, Bahnhofstraße, Bad Holzhausen, Holzhausen, Preußisch Oldendorf, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32361, Deutschland"
2024/25,Grundschule,05770036,"Preußisch Oldendorf, Stadt",126846,Grundschule Preußisch Oldendorf,Gemeinschaftsgrundschule,- Primarstufe -,Pestalozzistr. 1,32361,Preußisch Oldendorf,Öffentlich,05742,9311500,05742,9311520,126846@schule.nrw.de,280,3,52.3068552,8.4938914,"1, Pestalozzistraße, Preussisch Oldendorf, Preußisch Oldendorf, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32361, Deutschland"
2024/25,Grundschule,05770040,"Rahden, Stadt",126860,Gem. Grundschule Rahden,,,Schulstr. 2,32369,Rahden,Öffentlich,05771,2410,05771,7019998,126860@schule.nrw.de,310,5,52.4337659,8.6114742,"Grundschule Rahden, 2, Schulstraße, Rahden, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32369, Deutschland"
2024/25,Grundschule,05770040,"Rahden, Stadt",126871,Grundschulverb. Rahdener Land der Stadt,"Rahden,Gem.Grund.Schule m.",Ev.Teilstandort Pr.Ströhen -Primarstufe-,Tonnenheider Schulweg 7,32369,Rahden,Öffentlich,05771,2704,05771,607754,126871@schule.nrw.de,215,1,52.4073188,8.674148,"7, Tonnenheider Schulweg, Tonnenheide, Rahden, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32369, Deutschland"
2024/25,Grundschule,05770040,"Rahden, Stadt",126883,Gem. Grundschule Varl,,,Varler Schulweg 8,32369,Rahden,Öffentlich,05771,73540,05771,73559,126883@schule.nrw.de,130,1,52.4360506,8.5612562,"Grundschule Varl, 8, Varler Schulweg, Varl, Rahden, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32369, Deutschland"
2024/25,Grundschule,05770044,Stemwede,126720,Dr. Jürgen u. Irmgard Ulderup Schule,Montessori Grundschule Haldem,Gem. Grundschule der Gem. Stemwede -P-,Süsterstr. 7,32351,Stemwede,Öffentlich,05474,413,05474,1500,126720@schule.nrw.de,170,3,52.4249267,8.3789851,"Dr. Jürgen und Irmgard Ulderup - Schule, 7, Süsterstraße, Haldem, Stemwede, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32351, Deutschland"
2024/25,Grundschule,05770044,Stemwede,126731,Gem. Grundschule Oppenwehe,,,Wagenfelder Str. 17,32351,Stemwede,Öffentlich,05773,503,05773,911081,126731@schule.nrw.de,140,2,52.4711384,8.5253105,"Grundschule Oppenwehe, 17, Wagenfelder Straße, Bulzendorf, Oppenwehe, Stemwede, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32351, Deutschland"
2024/25,Grundschule,05770044,Stemwede,126809,Gem. Grundschule Levern,,,Buchhofstr. 11,32351,Stemwede,Öffentlich,05745,78899455,05745,2199,126809@schule.nrw.de,145,3,52.3737653,8.4570725,"Grundschule Levern, 11, Buchhofstraße, Horst, Levern, Stemwede, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32351, Deutschland"
2024/25,Grundschule,05770044,Stemwede,195054,Freie Evangelische Schule Stemwede,Evang. priv. Grundschule - Primarstufe -,als Ersatzschule in freier Trägerschaft,Am Winkel 8,32351,Stemwede,Privat,05773,912715,05773,912716,195054@schule.nrw.de,200,,52.4533533,8.4874213,"Freie Evangelische Grundschule Stemwede, 8, Am Winkel, Hartenfelde, Oppendorf, Stemwede, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32351, Deutschland"
2024/25,Grundschule,05774004,Altenbeken,127528,Gemeinschaftsgrundschule Egge,Grundschulverb. d. Gem. Altenbeken,-Primarstufe-,Gardeweg 5,33184,Altenbeken,Öffentlich,05255,930979,05255,932313,127528@schule.nrw.de,420,1,51.7597691,8.9426408,"Grundschule Egge, Standort Altenbeken, 5, Gardeweg, Altenbeken, Kreis Paderborn, Nordrhein-Westfalen, 33184, Deutschland"
2024/25,Grundschule,05774008,"Bad Lippspringe, Stadt",127360,Grundschule an der Lippeaue,Evangelische Bekenntnisschule,der Stadt Bad Lippspringe,Im Bruch 5,33175,Bad Lippspringe,Öffentlich,05252,977260,05252,977270,127360@schule.nrw.de,385,6,51.7797175,8.8178511,"Gesamtschule an der Lippequelle, 5, Im Bruch, Bad Lippspringe, Kreis Paderborn, Nordrhein-Westfalen, 33175, Deutschland"
2024/25,Grundschule,05774008,"Bad Lippspringe, Stadt",127371,Concordiaschule,Kath. Bekenntnisschule der Stadt,Bad Lippspringe  - Primarstufe -,Triftstr. 5,33175,Bad Lippspringe,Öffentlich,05252,931569,05252,932962,127371@schule.nrw.de,330,3,51.7850464,8.8207569,"Concordiaschule, 5, Triftstraße, Bad Lippspringe, Kreis Paderborn, Nordrhein-Westfalen, 33175, Deutschland"
2024/25,Grundschule,05774012,Borchen,127619,Kath. Grundschule Kirchborchen-Etteln,Grundschulverbund der Gemeinde Borchen,- Primarstufe -,Hohlweg 3,33178,Borchen,Öffentlich,05251,38363,05251,388425,127619@schule.nrw.de,195,1,51.6583237,8.731022,"Katholische Grundschule Kirchborchen-Etteln, 3, Hohlweg, Kirchborchen, Borchen, Kreis Paderborn, Nordrhein-Westfalen, 33178, Deutschland"
2024/25,Grundschule,05774012,Borchen,127620,Grundschulverb. Nordborchen-Alfen mit,kath.Hauptstandort u.Gem.Teilstandort,Grundschulverb. d.Gemeinde Borchen Prim.,Wegelange 17,33178,Borchen,Öffentlich,05251,39280,05251,398359,127620@schule.nrw.de,280,1,51.6698336,8.7267503,"Katholische Grundschule Nordborchen, 17, Wegelange, Nordborchen, Borchen, Kreis Paderborn, Nordrhein-Westfalen, 33178, Deutschland"
2024/25,Grundschule,05774012,Borchen,194311,Montessorischule Am Sonnenberg,Katholische Grundschule Dörenhagen,"der Gemeinde Borchen, Primarstufe",Birkenweg 13,33178,Borchen,Öffentlich,05293,344,05293,932833,194311@schule.nrw.de,115,1,51.6701168,8.8333773,"Montessorischule Am Sonnenberg, 13, Birkenweg, Dörenhagen, Borchen, Kreis Paderborn, Nordrhein-Westfalen, 33178, Deutschland"
2024/25,Grundschule,05774016,"Büren, Stadt",124606,Städtischer Grundschulverbund Wegwarte,Gem. Grundschule der Stadt Büren,- Primarstufe -,Briloner Str. 23,33142,Büren,Öffentlich,02951,93019,02951,93021,124606@schule.nrw.de,285,4,51.5503486,8.5553345,"Josefschule, 23, Briloner Straße, Büren, Kreis Paderborn, Nordrhein-Westfalen, 33142, Deutschland"
2024/25,Grundschule,05774016,"Büren, Stadt",124679,Grundschulverbund Almetal,Ahden/ Brenken/ Wewelsburg  Katholische,Grundschule der Stadt Büren  Primarstufe,Meinolfusstr. 1,33142,Büren,Öffentlich,02955,79509,02955,79511,124679@schule.nrw.de,200,1,51.6073235,8.6545322,"1, Meinolfusstraße, Wewelsburg, Büren, Kreis Paderborn, Nordrhein-Westfalen, 33142, Deutschland"
2024/25,Grundschule,05774016,"Büren, Stadt",191085,Städt. Kath. Grundschule Steinhausen,- Primarstufe -,,Schulstr. 13,33142,Büren,Öffentlich,02951,93013,02951,93014,191085@schule.nrw.de,125,2,51.5847731,8.5125768,"13, Schulstraße, Steinhausen, Büren, Kreis Paderborn, Nordrhein-Westfalen, 33142, Deutschland"
2024/25,Grundschule,05774016,"Büren, Stadt",194062,Städt. Gem. Grundschule Lindenhof,- Primarstufe -,,Lindenhof 10,33142,Büren,Öffentlich,02951,932332,02951,932333,194062@schule.nrw.de,250,2,51.557716,8.5589172,"Grundschule Lindenhof, 10, Lindenhof, Büren, Kreis Paderborn, Nordrhein-Westfalen, 33142, Deutschland"
2024/25,Grundschule,05774016,"Büren, Stadt",195595,Wohngrundschule Gut Böddeken,Staatl. genehmigte Ersatzschule,- Grundschule -,Böddeken 1,33142,Büren,Privat,02955,7277,02955,6025,195595@schule.nrw.de,30,,51.5962871,8.679455,"Internat Gut Böddeken, 1, Böddeken, Wewelsburg, Büren, Kreis Paderborn, Nordrhein-Westfalen, 33142, Deutschland"
2024/25,Grundschule,05774020,"Delbrück, Stadt",124709,Kath. Grundschule der Stadt Delbrück,Lippe - Grundschule,- Primarstufe -,Landolinusplatz 9,33129,Delbrück,Öffentlich,05250,7670,05250,934102,124709@schule.nrw.de,210,1,51.7300619,8.5674765,"9, Landolinusplatz, Ringboke, Boke, Delbrück, Kreis Paderborn, Nordrhein-Westfalen, 33129, Deutschland"
2024/25,Grundschule,05774020,"Delbrück, Stadt",127565,Johannesschule,Gem. Grundschule der Stadt Delbrück,- Primarstufe -,Graf-Sporck-Str. 7,33129,Delbrück,Öffentlich,05250,996411,05250,996321,127565@schule.nrw.de,400,4,51.7670605,8.5574173,"Johannesschule, 7, Graf-Sporck-Straße, Delbrück, Kreis Paderborn, Nordrhein-Westfalen, 33129, Deutschland"
2024/25,Grundschule,05774020,"Delbrück, Stadt",127589,Kath. Grundschule Ostenland,,,Osterloher Str. 85,33129,Delbrück,Öffentlich,05250,977021,05250,977000,127589@schule.nrw.de,160,2,51.796146,8.6113656,"BANG StarterCenter GmbH & Co. KG, 85, Osterloher Straße, Ostenland, Wittendorf, Delbrück, Kreis Paderborn, Nordrhein-Westfalen, 33129, Deutschland"
2024/25,Grundschule,05774020,"Delbrück, Stadt",127590,Grundschulverbund Westenholz-Hagen,Kath.Grundschule der Stadt Delbrück,- Primarstufe -,Anton-Pieper-Str. 14,33129,Delbrück,Öffentlich,02944,973511,02944,973518,127590@schule.nrw.de,300,2,51.7546444,8.4703616,"Städt. Kath. Grundschule Westenholz, 14, Anton-Pieper-Straße, Westenholz, Delbrück, Kreis Paderborn, Nordrhein-Westfalen, 33129, Deutschland"
2024/25,Grundschule,05774020,"Delbrück, Stadt",127607,Kath. Grundschule Westerloh,,,Zur Alten Kapelle 25,33129,Delbrück,Öffentlich,05250,979820,05250,979829,127607@schule.nrw.de,185,2,51.7963658,8.5530109,"Kath. Grundschule Westerlohe, 25, Zur alten Kapelle, Lippling, Westerloh, Delbrück, Kreis Paderborn, Nordrhein-Westfalen, 33129, Deutschland"
2024/25,Grundschule,05774020,"Delbrück, Stadt",193793,St.Marien-Schule,Städt. Kath. Grundschule,- Primarstufe -,Leipziger Str. 27,33129,Delbrück,Öffentlich,05250,9819410,05250,9819417,193793@schule.nrw.de,200,3,51.7586349,8.5666982,"St. Marien-Schule, 27, Leipziger Straße, Delbrück, Kreis Paderborn, Nordrhein-Westfalen, 33129, Deutschland"
2024/25,Grundschule,05774024,Hövelhof,127668,Kirchschule,Kath. Grundschule der Gemeinde Hövelhof,,Dr.-Sonnenschein-Str. 22,33161,Hövelhof,Öffentlich,05257,5009300,05257,5009323,127668@schule.nrw.de,380,4,51.8200882,8.6529218,"22, Dr.-Sonnenschein-Straße, Hövelhof, Kreis Paderborn, Nordrhein-Westfalen, 33161, Deutschland"
2024/25,Grundschule,05774024,Hövelhof,127670,Grundschulverbund Senne,Katholische Bekenntnisschule,der Gemeinde Hövelhof -Primarstufe-,Sennestr. 144,33161,Hövelhof,Öffentlich,05257,5009400,05257,5009426,127670@schule.nrw.de,325,1,51.828115,8.6845351,"144, Sennestraße, Hasendorf, Hövelhof, Kreis Paderborn, Nordrhein-Westfalen, 33161, Deutschland"
2024/25,Grundschule,05774028,"Lichtenau, Stadt",124618,Kath. Grundschule Altenautal,,,Zum Heiligenstock 30,33165,Lichtenau,Öffentlich,05292,1636,05292,930792,124618@schule.nrw.de,155,2,51.5930381,8.7878456,"Grundschule Altenautal, 30, Zum Heiligenstock, Henglarn, Lichtenau, Kreis Paderborn, Nordrhein-Westfalen, 33165, Deutschland"
2024/25,Grundschule,05774028,"Lichtenau, Stadt",124692,Kilian-Grundschule,Kath. Bekenntnisschule,der Stadt Lichtenau - Primarstufe -,Kilianstr. 3,33165,Lichtenau,Öffentlich,05295,1020,05295,930577,124692@schule.nrw.de,305,2,51.6130353,8.8935355,"Kilian Grundschule, 3, Kilianstraße, Lichtenau, Kreis Paderborn, Nordrhein-Westfalen, 33165, Deutschland"
2024/25,Grundschule,05774032,"Paderborn, Stadt",100073,"Kath. Grundschule St. Michael, Staatl.",gen. Grundschule f. Jungen u. Mädchen,- Primarstufe- d. Bistums Paderborn,Am Abdinghof 6,33098,Paderborn,Privat,05251,6939125,,,100073@schule.nrw.de,200,,51.7191419,8.7523764,"Grundschule St. Michael, 6, Am Abdinghof, Paderborn, Kreis Paderborn, Nordrhein-Westfalen, 33098, Deutschland"
2024/25,Grundschule,05774032,"Paderborn, Stadt",127383,Grundschule Overberg-Dom,Kath. Grundschule der Stadt Paderborn,Primarstufe,Löffelmannweg 1,33102,Paderborn,Öffentlich,05251,8814550,05251,8814555,127383@schule.nrw.de,310,3,51.7297612,8.7432962,"Grundschule Overberg-Dom, 1, Löffelmannweg, Paderborn, Kreis Paderborn, Nordrhein-Westfalen, 33102, Deutschland"
2024/25,Grundschule,05774032,"Paderborn, Stadt",127395,Lutherschule,Städt. Ev. Grundschule,,Am Abdinghof 3,33098,Paderborn,Öffentlich,05251,8811356,05251,8812963,127395@schule.nrw.de,310,3,51.7181934,8.7538725,"Lutherschule, 3, Am Abdinghof, Paderborn, Kreis Paderborn, Nordrhein-Westfalen, 33098, Deutschland"
2024/25,Grundschule,05774032,"Paderborn, Stadt",127401,Grundschulverbund Riemeke-Theodor,Gem. Grundschule der Stadt Paderborn,- Primarstufe -,Erzbergerstr. 26,33102,Paderborn,Öffentlich,05251,35079,05251,31344,127401@schule.nrw.de,295,8,51.7177478,8.7310547,"26, Erzbergerstraße, Riemekeviertel, Paderborn, Kreis Paderborn, Nordrhein-Westfalen, 33102, Deutschland"
2024/25,Grundschule,05774032,"Paderborn, Stadt",127425,Marienschule,Städt. Gem. Grundschule,,Marienmünsterweg 2,33098,Paderborn,Öffentlich,05251,64961,05251,670943,127425@schule.nrw.de,215,4,51.7112315,8.7747931,"Marienschule, 2, Marienmünsterweg, Paderborn, Kreis Paderborn, Nordrhein-Westfalen, 33098, Deutschland"
2024/25,Grundschule,05774032,"Paderborn, Stadt",127450,Bonifatiusschule,Städt. Kath. Grundschule,,Bayernweg 33,33102,Paderborn,Öffentlich,05251,8814530,05251,490467,127450@schule.nrw.de,415,5,51.7417729,8.7562202,"33, Bayernweg, Stadtheide, Paderborn, Kreis Paderborn, Nordrhein-Westfalen, 33102, Deutschland"
2024/25,Grundschule,05774032,"Paderborn, Stadt",127462,Stephanusschule,Gem. Grundschule der Stadt Paderborn,- Primarstufe -,Arndtstr. 1,33100,Paderborn,Öffentlich,05251,8814480,05251,527153,127462@schule.nrw.de,400,5,51.726701,8.7832545,"1, Arndtstraße, Paderborn, Kreis Paderborn, Nordrhein-Westfalen, 33100, Deutschland"
2024/25,Grundschule,05774032,"Paderborn, Stadt",127474,Städt. Kath. Grundschule Marienloh,,,Sommerbrede 33,33104,Paderborn,Öffentlich,05251,8814582,05252,940322,127474@schule.nrw.de,180,2,51.7660908,8.7853959,"Katholische Grundschule Marienloh, 33, Sommerbrede, Marienloh, Paderborn, Kreis Paderborn, Nordrhein-Westfalen, 33104, Deutschland"
2024/25,Grundschule,05774032,"Paderborn, Stadt",127486,Grundschule Alme,Gemeinschaftsgrundschule der Stadt,Paderborn - Primarstufe -,Am Kindergarten 18,33106,Paderborn,Öffentlich,05251,8814660,05251,8814667,127486@schule.nrw.de,280,3,51.6864347,8.6886553,"Almeschule, 18, Am Kindergarten, Wewer, Paderborn, Kreis Paderborn, Nordrhein-Westfalen, 33106, Deutschland"
2024/25,Grundschule,05774032,"Paderborn, Stadt",127498,Elisabethschule,Städt. Kath. Grundschule,,Pankratiusstr. 84,33098,Paderborn,Öffentlich,05251,8814050,05251,8814057,127498@schule.nrw.de,255,5,51.7052068,8.7476996,"Elisabethschule, 84, Pankratiusstraße, Paderborn, Kreis Paderborn, Nordrhein-Westfalen, 33098, Deutschland"
2024/25,Grundschule,05774032,"Paderborn, Stadt",127516,Karlschule,Städt. Gem. Grundschule,,Karlstr. 24,33098,Paderborn,Öffentlich,05251,8813801,,,127516@schule.nrw.de,205,5,51.7135969,8.7511008,"Karlschule, 24, Karlstraße, Paderborn, Kreis Paderborn, Nordrhein-Westfalen, 33098, Deutschland"
2024/25,Grundschule,05774032,"Paderborn, Stadt",127530,Grundschulverbund Benhausen-Neuenbeken,Kath. Grundschule d. Stadt Paderborn,- Primarstufe -,Teichweg 11,33100,Paderborn,Öffentlich,05251,8813780,,,127530@schule.nrw.de,210,2,51.7401714,8.8233938,"Grundschule Benhausen, 11, Teichweg, Benhausen, Paderborn, Kreis Paderborn, Nordrhein-Westfalen, 33100, Deutschland"
2024/25,Grundschule,05774032,"Paderborn, Stadt",127632,Margarethenschule Dahl,Kath. Grundschule,,Schlotmannstr. 19,33100,Paderborn,Öffentlich,05251,8814882,05293,99911,127632@schule.nrw.de,135,2,51.6944086,8.8503672,"Margarethenschule Dahl, 19, Schlotmannstraße, Dahl, Paderborn, Kreis Paderborn, Nordrhein-Westfalen, 33100, Deutschland"
2024/25,Grundschule,05774032,"Paderborn, Stadt",127656,Dionysiusschule Elsen,Kath. Grundschule,,Simonstr. 2,33106,Paderborn,Öffentlich,05251,8814500,,,127656@schule.nrw.de,380,3,51.7343348,8.6818019,"2, Simonstraße, Elsen, Paderborn, Kreis Paderborn, Nordrhein-Westfalen, 33106, Deutschland"
2024/25,Grundschule,05774032,"Paderborn, Stadt",127681,Grundschule Sande  - Primarstufe -,Kath. Bekenntnisschule,Grundschule der Stadt Paderborn,Sennelagerstr. 21,33106,Paderborn,Öffentlich,05251,8814460,,,127681@schule.nrw.de,295,2,51.7588522,8.6674149,"Mehrzweckhalle Sande, 21, Sennelagerstraße, Sande, Paderborn, Kreis Paderborn, Nordrhein-Westfalen, 33106, Deutschland"
2024/25,Grundschule,05774032,"Paderborn, Stadt",127693,Grundschulverbund Bonhoeffer-Heinrich,Gem. Grundschule d. Stadt Paderborn mit,kath. Teilstandort -Primarstufe-,Memelstr. 11-13,33104,Paderborn,Öffentlich,05251,8814570,,,127693@schule.nrw.de,460,6,51.750667,8.7197356,"Memelstraße, Mastbruch, Schloß Neuhaus, Paderborn, Kreis Paderborn, Nordrhein-Westfalen, 33104, Deutschland"
