Bezirksregierung,Kreis/Stadt,Schulform,Schulnummer,Schulname,Sozialindex,latitude,longitude,found_address
Düsseldorf,Stadt Essen,Gymnasium,164719,"Essen, Gym Werden",1,51.3904177,7.0006848,"Gymnasium Essen-Werden, Grafenstraße, Werden, Stadtbezirk IX, Essen, Nordrhein-Westfalen, 45239, Deutschland"
Düsseldorf,Stadt Essen,Gymnasium,164732,"Essen, Gym Grashof",1,51.4166367,6.9879772,"Grashof Gymnasium, Grashofstraße, Bredeney, Stadtbezirk IX, Essen, Nordrhein-Westfalen, 45133, Deutschland"
Düsseldorf,Stadt Essen,Gymnasium,164744,"Essen, Gym Mädchengymnasium Borbeck",5,51.472726,6.9448068,"Mädchengymnasium Essen-Borbeck, 52-54, Fürstäbtissinstraße, Borbeck-Mitte, Stadtbezirk IV, Essen, Nordrhein-Westfalen, 45355, Deutschland"
Düsseldorf,Stadt Essen,Gymnasium,164756,"Essen, Gym Burg",6,,,
Düsseldorf,Stadt Essen,Gymnasium,164770,"Essen, Gym Leibniz",6,51.4925575,7.0132354,"Leibniz-Gymnasium, 22-24, Stankeitstraße, Altenessen-Süd, Altenessen, Stadtbezirk V, Essen, Nordrhein-Westfalen, 45326, Deutschland"
Düsseldorf,Stadt Essen,Gymnasium,164781,"Essen, Gym Goethe",1,51.4357468,7.0012064,"Goethestraße, Rüttenscheid, Stadtbezirk II, Essen, Nordrhein-Westfalen, 45130, Deutschland"
Düsseldorf,Stadt Essen,Gymnasium,164800,"Essen, Gym Helmholtz",3,51.4370634,7.0164182,"Helmholtz-Gymnasium, 83, Rosastraße, Witteringsfeld, Rüttenscheid, Stadtbezirk II, Essen, Nordrhein-Westfalen, 45130, Deutschland"
Düsseldorf,Stadt Essen,Gymnasium,164811,"Essen, Gym Maria-Wächtler",3,51.4368814,7.0142068,"Maria-Wächtler-Gymnasium, Rosastraße, Witteringsfeld, Rüttenscheid, Stadtbezirk II, Essen, Nordrhein-Westfalen, 45130, Deutschland"
Düsseldorf,Stadt Essen,Gymnasium,164835,"Essen, Gym UNESCO/ Aufbaugymnasium",9,,,
Düsseldorf,Stadt Essen,Gymnasium,164847,"Essen, Gym Nord-Ost",7,51.4704119,7.0224415,"Gymnasium Essen Nord-Ost, 77, 79, Katzenbruchstraße, Eltingviertel, Nordviertel, Stadtbezirk I, Essen, Nordrhein-Westfalen, 45141, Deutschland"
Düsseldorf,Stadt Essen,Gymnasium,164859,"Essen, Gym Prinzenstr.",5,51.4793856,6.9519678,"Prinzenstraße, Bergeborbeck, Stadtbezirk IV, Essen, Nordrhein-Westfalen, 45355, Deutschland"
Düsseldorf,Stadt Essen,Gymnasium,164872,"Essen, Gym Carl-Humann",3,51.4480863,7.0708972,"Carl-Humann-Gymnasium, Graffweg, Steele, Stadtbezirk VII, Essen, Nordrhein-Westfalen, 45276, Deutschland"
Düsseldorf,Stadt Essen,Gymnasium,164884,"Essen, Gym Alfred-Krupp-Schule",8,51.4504466,6.9834295,"Alfred-Krupp-Schule, Lise-Meitner-Straße, Frohnhausen, Stadtbezirk III, Essen, Nordrhein-Westfalen, 45144, Deutschland"
Düsseldorf,Stadt Essen,Gymnasium,164902,"Essen, Gym an der Wolfskuhle",4,51.4516034,7.0898259,"Gymnasium an der Wolfskuhle, 6-8, Pinxtenweg, Steele, Stadtbezirk VII, Essen, Nordrhein-Westfalen, 45276, Deutschland"
Düsseldorf,Stadt Essen,Gymnasium,165578,"Essen, Gym Theodor-Heuss",1,51.436986,7.0356485,"Theodor Heuss Schule, Elbestraße, Bergerhausen, Stadtbezirk II, Essen, Nordrhein-Westfalen, 45136, Deutschland"
Düsseldorf,Stadt Essen,Gymnasium,184640,"Essen, Gym Überruhr",3,51.4207533,7.0816056,"Grundschule Überruhr, Dellmannsweg, Überruhr-Holthausen, Stadtbezirk VIII, Essen, Nordrhein-Westfalen, 45277, Deutschland"
Düsseldorf,Stadt Krefeld,Gesamtschule,189273,"Krefeld, GE Kaiserplatz",8,51.344302,6.5905946,"Gesamtschule Kaiserplatz, Kaiserstraße, Stadtwald, Bockum, Krefeld-Ost, Krefeld, Nordrhein-Westfalen, 47800, Deutschland"
Düsseldorf,Stadt Krefeld,Gesamtschule,190020,"Krefeld, GE Robert-Jungk-Gesamtschule",4,51.3696161,6.4962884,"Robert-Jungk-Gesamtschule, 40, Reepenweg, Hüls, Krefeld-Hüls, Krefeld, Nordrhein-Westfalen, 47839, Deutschland"
Düsseldorf,Stadt Krefeld,Gesamtschule,191024,"Krefeld, GE Kurt-Tucholsky",9,51.3213637,6.5552982,"Kurt-Tucholsky-Gesamtschule, Alte Gladbacher Straße, Krefeld-Mitte, Krefeld-Süd, Krefeld, Nordrhein-Westfalen, 47805, Deutschland"
Düsseldorf,Stadt Krefeld,Gesamtschule,198262,"Krefeld, GE Uerdingen",5,51.3581585,6.6368871,"Gymnasium am Stadtpark Uerdingen, 31, Nikolaus-Groß-Straße, Uerdingen, Krefeld-Uerdingen, Krefeld, Nordrhein-Westfalen, 47829, Deutschland"
Düsseldorf,Stadt Krefeld,Gesamtschule,199941,"Krefeld, GE am Botanischen Garten",6,,,
Düsseldorf,Stadt Krefeld,Gymnasium,164914,"Krefeld, Gym Horkesgath",4,51.3367157,6.5300161,"Schulzentrum Horkesgath, 3, Horkesgath, Schicksbaum, Benrad, Krefeld-West, Krefeld, Nordrhein-Westfalen, 47803, Deutschland"
Düsseldorf,Stadt Krefeld,Gymnasium,164926,"Krefeld, Gym Fabritianum",1,51.3494145,6.6418169,"Gymnasium Fabritianum, Fabritiusstraße, Uerdingen, Krefeld-Uerdingen, Krefeld, Nordrhein-Westfalen, 47829, Deutschland"
Düsseldorf,Stadt Krefeld,Gymnasium,164940,"Krefeld, Gym Hannah-Arendt",9,51.3321124,6.555478,"Hannah-Arendt-Gymnasium, Sankt-Anton-Straße, Cracau, Krefeld-Mitte, Krefeld-West, Krefeld, Nordrhein-Westfalen, 47798, Deutschland"
Düsseldorf,Stadt Krefeld,Gymnasium,164951,"Krefeld, Gym am Stadtpark",2,51.3581585,6.6368871,"Gymnasium am Stadtpark Uerdingen, 31, Nikolaus-Groß-Straße, Uerdingen, Krefeld-Uerdingen, Krefeld, Nordrhein-Westfalen, 47829, Deutschland"
Düsseldorf,Stadt Krefeld,Gymnasium,164975,"Krefeld, Gym Maria-Sibylla-Merian",3,51.3127234,6.5859727,"Maria-Sibylla-Merian-Gymnasium, Wichernstraße, Königshof, Fischeln, Krefeld-Fischeln, Krefeld, Nordrhein-Westfalen, 47807, Deutschland"
Düsseldorf,Stadt Krefeld,Gymnasium,164987,"Krefeld, Gym Am Moltkeplatz",3,51.3392614,6.5789911,"Gymnasium am Moltkeplatz, 12, Moltkeplatz, Cracau, Krefeld-Mitte, Krefeld, Nordrhein-Westfalen, 47799, Deutschland"
Düsseldorf,Stadt Krefeld,Gymnasium,164999,"Krefeld, Gym Ricarda-Huch",3,51.3393284,6.5662449,"Ricarda-Huch-Schule, Moerser Straße, Cracau, Krefeld-Mitte, Krefeld, Nordrhein-Westfalen, 47798, Deutschland"
Düsseldorf,Stadt Mönchengladbach,Gesamtschule,189145,"Mönchengladbach, GE Espenstraße",9,51.1538811,6.4285107,"Gesamtschule Espenstraße, Urftstraße, Rheydt-West, Schmölderpark, Süd, Mönchengladbach, Nordrhein-Westfalen, 41239, Deutschland"
Düsseldorf,Stadt Mönchengladbach,Gesamtschule,189832,"Mönchengladbach, GE Volksgarten",8,51.1888432,6.4464733,"Gesamtschule Volksgarten, Werrastraße, Hardterbroich-Pesch, Ost, Mönchengladbach, Nordrhein-Westfalen, 41065, Deutschland"
Düsseldorf,Stadt Mönchengladbach,Gesamtschule,190998,"Mönchengladbach, GE Hardt",3,51.1987532,6.350407,"Gesamtschule Hardt, Am Aschenkrug, Hardt-Mitte, Nord, Mönchengladbach, Nordrhein-Westfalen, 41169, Deutschland"
Düsseldorf,Stadt Mönchengladbach,Gesamtschule,193355,"Mönchengladbach, GE Rheydt-Mülfort",6,51.1526705,6.456534,"Gesamtschule Rheydt-Mülfort, Realschulstraße, Dohr, Mülfort, Süd, Mönchengladbach, Nordrhein-Westfalen, 41238, Deutschland"
Düsseldorf,Stadt Mönchengladbach,Gesamtschule,194864,"Mönchengladbach, GE Hans-Jonas Neuwerk",6,51.2195834,6.4658517,"Hans-Jonas-Gesamtschule Neuwerk, Compesstraße, Engelbleck, Neuwerk-Mitte, Ost, Mönchengladbach, Nordrhein-Westfalen, 41066, Deutschland"
Düsseldorf,Stadt Mönchengladbach,Gesamtschule,196186,"Mönchengladbach, GE Theo-Hespers",6,51.2010637,6.4083151,"Theo Hespers Gesamtschule, Karl-Fegers-Straße, Waldhausen, Nord, Mönchengladbach, Nordrhein-Westfalen, 41068, Deutschland"
Düsseldorf,Stadt Mönchengladbach,Gymnasium,165049,"Mönchengladbach, Gym Am Geroweiher",3,51.1935329,6.4262716,"Gymnasium am Geroweiher, Hittastraße, Gladbach, Nord, Mönchengladbach, Nordrhein-Westfalen, 41061, Deutschland"
Düsseldorf,Stadt Mönchengladbach,Gymnasium,165050,"Mönchengladbach, Gym Math., Naturw.",5,,,
Düsseldorf,Stadt Mönchengladbach,Gymnasium,165062,"Mönchengladbach, Gym Stift. Humanist.",4,51.139042,6.4564389,"Gymnasium Odenkirchen, 43, Mülgaustraße, Odenkirchen, Odenkirchen-Mitte, Süd, Mönchengladbach, Nordrhein-Westfalen, 41199, Deutschland"
Düsseldorf,Stadt Mönchengladbach,Gymnasium,165086,"Mönchengladbach, Gym Rheindahlen",2,51.1499844,6.367787,"Gymnasium Rheindahlen, 29, Geusenstraße, Rheindahlen, Rheindahlen-Mitte, West, Mönchengladbach, Nordrhein-Westfalen, 41179, Deutschland"
Düsseldorf,Stadt Mönchengladbach,Gymnasium,165293,"Mönchengladbach, Gym Hugo-Junkers",5,51.1707463,6.4449769,"Hugo-Junkers-Gymnasium, Pahlkestraße, Rheydt, Süd, Mönchengladbach, Nordrhein-Westfalen, 41236, Deutschland"
Düsseldorf,Stadt Mönchengladbach,Gymnasium,165300,"Mönchengladbach, Gym an der Gartenstraße",4,51.1744267,6.4478354,"Gymnasium an der Gartenstraße, Seminarstraße, Grenzland-Stadion, Süd, Mönchengladbach, Nordrhein-Westfalen, 41236, Deutschland"
Düsseldorf,Stadt Mönchengladbach,Gymnasium,165311,"Mönchengladbach, Gym Odenkirchen",4,51.139042,6.4564389,"Gymnasium Odenkirchen, 43, Mülgaustraße, Odenkirchen, Odenkirchen-Mitte, Süd, Mönchengladbach, Nordrhein-Westfalen, 41199, Deutschland"
Düsseldorf,Stadt Mönchengladbach,Gymnasium,184688,"Mönchengladbach, Gym Franz-Meyers",2,51.157481,6.4849846,"Franz-Meyers-Gymnasium, 1, Asternweg, Giesenkirchen, Giesenkirchen-Mitte, Ost, Mönchengladbach, Nordrhein-Westfalen, 41238, Deutschland"
Düsseldorf,Stadt Mülheim a.d.Ruhr,Gesamtschule,164136,"Mülheim an der Ruhr, GE Gustav-Heinemann",5,51.4494913,6.9023288,"Gustav-Heinemann-Schule, Boverstraße, Sellerbeck, Altstadt II, Rechtsruhr-Süd, Mülheim an der Ruhr, Nordrhein-Westfalen, 45473, Deutschland"
Düsseldorf,Stadt Mülheim a.d.Ruhr,Gesamtschule,188189,"Mülheim an der Ruhr, GE Saarn",7,51.3996296,6.8707474,"Gesamtschule Saarn, 67, Lehnerstraße, Lehn, Saarn, Linksruhr, Mülheim an der Ruhr, Nordrhein-Westfalen, 45481, Deutschland"
Düsseldorf,Stadt Mülheim a.d.Ruhr,Gesamtschule,189078,"Mülheim an der Ruhr, GE Willy-Brandt",8,51.4534673,6.8597692,"Willy-Brandt-Schule, Oberhausener Straße, Styrum, Rechtsruhr-Nord, Mülheim an der Ruhr, Nordrhein-Westfalen, 45476, Deutschland"
Düsseldorf,Stadt Mülheim a.d.Ruhr,Gymnasium,165098,"Mülheim an der Ruhr, Gym Karl-Ziegler",4,51.4228825,6.8813878,"Karl-Ziegler-Schule, 2-6, Schulstraße, Innenstadt, Altstadt I, Rechtsruhr-Süd, Mülheim an der Ruhr, Nordrhein-Westfalen, 45468, Deutschland"
Düsseldorf,Stadt Mülheim a.d.Ruhr,Gymnasium,165104,"Mülheim an der Ruhr, Gym Luisenschule",2,51.4225808,6.9001438,"Luisenschule, 36, An den Buchen, Holthausen, Menden-Holthausen, Rechtsruhr-Süd, Mülheim an der Ruhr, Nordrhein-Westfalen, 45470, Deutschland"
Düsseldorf,Stadt Mülheim a.d.Ruhr,Gymnasium,165116,"Mülheim an der Ruhr, Gym Broich",2,51.4210236,6.8626902,"Gymnasium Broich, 21, Ritterstraße, Broicher Mitte, Broich, Linksruhr, Mülheim an der Ruhr, Nordrhein-Westfalen, 45479, Deutschland"
Düsseldorf,Stadt Mülheim a.d.Ruhr,Gymnasium,165128,"Mülheim an der Ruhr, Gym Otto-Pankok",3,51.4263967,6.8953646,"Otto-Pankok-Schule, 81, Von-Bock-Straße, Altstadt I, Rechtsruhr-Süd, Mülheim an der Ruhr, Nordrhein-Westfalen, 45468, Deutschland"
Düsseldorf,Stadt Mülheim a.d.Ruhr,Gymnasium,185322,"Mülheim an der Ruhr, Gym Heißen",2,51.4272384,6.9400695,"Gymnasium Heißen, 50-52, Kleiststraße, Fulerum, Heißen, Rechtsruhr-Süd, Mülheim an der Ruhr, Nordrhein-Westfalen, 45472, Deutschland"
Düsseldorf,Stadt Oberhausen,Gesamtschule,100207,"Oberhausen, GE an der Knappenstraße",6,51.4686602,6.8823568,"Gesamtschule an der Knappenstraße, ehemaliges Niederrhein Kolleg, Wehrstraße, Unterdümpten, Alt-Oberhausen, Oberhausen, Nordrhein-Westfalen, 46047, Deutschland"
Düsseldorf,Stadt Oberhausen,Gesamtschule,164148,"Oberhausen, GE Osterfeld",8,51.5041272,6.8888492,"Gesamtschule Osterfeld, Heinestraße, Osterfeld, Oberhausen, Nordrhein-Westfalen, 46117, Deutschland"
Düsseldorf,Stadt Oberhausen,Gesamtschule,187781,"Oberhausen, GE Heinrich-Böll",4,51.5437884,6.818412,"Heinrich-Böll-Gesamtschule, Auguststraße, Waldhuck, Schmachtendorf, Sterkrade, Oberhausen, Nordrhein-Westfalen, 46147, Deutschland"
Düsseldorf,Stadt Oberhausen,Gesamtschule,189844,"Oberhausen, GE Fasia-Jansen-Gesamtschule",9,51.4729686,6.8625107,"Fasia-Jansen-Gesamtschule, Schwartzstraße, Marienviertel, Alt-Oberhausen, Oberhausen, Nordrhein-Westfalen, 46045, Deutschland"
Düsseldorf,Stadt Oberhausen,Gesamtschule,193379,"Oberhausen, GE Weierheide",4,51.5037702,6.8330202,"Gesamtschule Weierheide, Mecklenburger Straße, Buschhausen, Sterkrade, Oberhausen, Nordrhein-Westfalen, 46149, Deutschland"
Düsseldorf,Stadt Oberhausen,Gymnasium,165190,"Oberhausen, Gym Bertha-von-Suttner",5,51.4773287,6.8701752,"Bertha-von-Suttner-Gymnasium, Lipperheidstraße, Schlad, Neue Mitte, Alt-Oberhausen, Oberhausen, Nordrhein-Westfalen, 46047, Deutschland"
Düsseldorf,Stadt Oberhausen,Gymnasium,165207,"Oberhausen, Gym Heinrich-Heine",6,51.4722508,6.8650917,"Heinrich-Heine-Gymnasium, Lohstraße, Marienviertel, Alt-Oberhausen, Oberhausen, Nordrhein-Westfalen, 46047, Deutschland"
Düsseldorf,Stadt Oberhausen,Gymnasium,165219,"Oberhausen, Gym Elsa-Brändström",6,51.4717209,6.855988,"Elsa Brändström Gymnasium, Otto-Dibelius-Straße, Alt-Oberhausen, Oberhausen, Nordrhein-Westfalen, 46045, Deutschland"
Düsseldorf,Stadt Oberhausen,Gymnasium,165220,"Oberhausen, Gym Sophie-Scholl",3,51.5193376,6.8479993,"Sophie-Scholl-Gymnasium, 41, Tirpitzstraße, Alsfeld, Sterkrade, Oberhausen, Nordrhein-Westfalen, 46145, Deutschland"
Düsseldorf,Stadt Oberhausen,Gymnasium,165244,"Oberhausen, Gym Freiherr-vom-Stein",2,51.5213811,6.8441404,"Freiherr-vom-Stein-Gymnasium, 77, Wilhelmstraße, Alsfeld, Sterkrade, Oberhausen, Nordrhein-Westfalen, 46145, Deutschland"
Düsseldorf,Stadt Remscheid,Gesamtschule,189285,"Remscheid, GE Albert-Einstein-Schule",8,51.1791364,7.1871114,"Albert-Einstein-Schule, 6-8, Brüderstraße, Blumental, Gemarkung Remscheid, Alt-Remscheid, Remscheid, Nordrhein-Westfalen, 42853, Deutschland"
Düsseldorf,Stadt Remscheid,Gesamtschule,191012,"Remscheid, GE Sophie-Scholl",3,51.182055,7.2194042,"Sophie-Scholl-Gesamtschule, 25-27, Hohenhagener Straße, Gemarkung Remscheid, Remscheid-Süd, Remscheid, Nordrhein-Westfalen, 42855, Deutschland"
Düsseldorf,Stadt Remscheid,Gymnasium,165256,"Remscheid, Gym Leibniz-Gymnasium",2,51.2159524,7.230268,"Leibniz-Gymnasium, Dachsweg, Lüttringhausen, Remscheid, Nordrhein-Westfalen, 42899, Deutschland"
Düsseldorf,Stadt Remscheid,Gymnasium,165268,"Remscheid, Gym Gertrud-Bäumer",2,51.184007,7.1792403,"Gertrud-Bäumer-Gymnasium, Hindenburgstraße, Büchen, Gemarkung Remscheid, Alt-Remscheid, Remscheid, Nordrhein-Westfalen, 42853, Deutschland"
Düsseldorf,Stadt Remscheid,Gymnasium,165270,"Remscheid, Gym Emma-Herwegh",4,51.1825454,7.1910056,"Emma-Herwegh-Gymnasium, 48, Elberfelder Straße, Gemarkung Remscheid, Alt-Remscheid, Remscheid, Nordrhein-Westfalen, 42853, Deutschland"
Düsseldorf,Stadt Remscheid,Gymnasium,165281,"Remscheid, Gym Röntgen",2,51.1939764,7.2677568,"Röntgen-Gymnasium, 10-18, Röntgenstraße, Gemarkung Lennep, Lennep, Remscheid, Nordrhein-Westfalen, 42897, Deutschland"
Düsseldorf,Stadt Solingen,Gesamtschule,100203,"Solingen, GE Vogelsang",6,51.1860012,7.0622029,"Gymnasium Vogelsang, 33, Vogelsang, SBV Siedlung Wasserturm, Gräfrath, Solingen, Nordrhein-Westfalen, 42653, Deutschland"
Düsseldorf,Stadt Solingen,Gesamtschule,188300,"Solingen, GE Alexander-Coppel",6,51.1750624,7.0995306,"Alexander-Coppel-Gesamtschule, Robert-Koch-Straße, Altenbau, Solingen-Mitte, Solingen, Nordrhein-Westfalen, 42651, Deutschland"
Düsseldorf,Stadt Solingen,Gesamtschule,188890,"Solingen, GE Geschwister-Scholl-Schule",5,51.1613866,7.0146938,"Geschwister-Scholl-Gesamtschule, 42, Querstraße, Anker, Ohligs/Aufderhöhe/Merscheid, Solingen, Nordrhein-Westfalen, 42699, Deutschland"
Düsseldorf,Stadt Solingen,Gesamtschule,190913,"Solingen, GE Friedrich-Albert-Lange",2,51.1838797,7.0393945,"Friedrich-Albert-Lange Schule, Altenhofer Straße, Wald, Solingen, Nordrhein-Westfalen, 42719, Deutschland"
Düsseldorf,Stadt Solingen,Gesamtschule,198717,"Solingen, GE Höhscheid",7,51.1594105,7.0776057,"Gesamtschule Höhscheid, 20, Kanalstraße, Weeger Hof, Höhscheid/Burg, Solingen, Nordrhein-Westfalen, 42657, Deutschland"
Düsseldorf,Stadt Solingen,Gymnasium,165335,"Solingen, Gym Humboldt",2,51.1715025,7.0200264,"Humboldtgymnasium, 5, Humboldtstraße, Bech, Wald, Solingen, Nordrhein-Westfalen, 42719, Deutschland"
Düsseldorf,Stadt Solingen,Gymnasium,165347,"Solingen, Gym Schwertstraße",3,51.1689283,7.0901993,"Gymnasium Schwertstraße, Schwertstraße, Mitte, Solingen-Mitte, Solingen, Nordrhein-Westfalen, 42651, Deutschland"
Düsseldorf,Stadt Solingen,Gymnasium,165359,"Solingen, Gym August-Dicke",3,51.1655003,7.095402,"August Dicke Schule, 44, Schützenstraße, Mitte, Solingen-Mitte, Solingen, Nordrhein-Westfalen, 42659, Deutschland"
Düsseldorf,Stadt Solingen,Gymnasium,165360,"Solingen, Gym Vogelsang",3,51.1860012,7.0622029,"Gymnasium Vogelsang, 33, Vogelsang, SBV Siedlung Wasserturm, Gräfrath, Solingen, Nordrhein-Westfalen, 42653, Deutschland"
Düsseldorf,Stadt Wuppertal,Gesamtschule,185772,"Wuppertal, GE Erich-Fried-Gesamtschule",3,51.224103,7.1892234,"Erich-Fried-Gesamtschule, 70, An der Blutfinke, Stall, Gemarkung Ronsdorf, Wuppertal, Nordrhein-Westfalen, 42369, Deutschland"
Düsseldorf,Stadt Wuppertal,Gesamtschule,188669,"Wuppertal, GE Else Lasker-Schüler",8,51.2614414,7.1512654,"Else-Lasker-Schüler Gesamtschule, Lohsgasse, Ostersbaum, Gemarkung Elberfeld, Elberfeld, Wuppertal, Nordrhein-Westfalen, 42107, Deutschland"
Düsseldorf,Stadt Wuppertal,Gesamtschule,189066,"Wuppertal, GE Pina-Bausch",4,51.2312216,7.0916823,"Pina-Bausch-Gesamtschule Vohwinkel, Werderstraße, Vohwinkel, Gemarkung Vohwinkel, Vohwinkel, Wuppertal, Nordrhein-Westfalen, 42329, Deutschland"
Düsseldorf,Stadt Wuppertal,Gesamtschule,189856,"Wuppertal, GE Langerfeld",7,51.2844484,7.2372399,"Gesamtschule Langerfeld, Caronstraße, Hilgershöhe, Gemarkung Langerfeld, Langerfeld-Beyenburg, Wuppertal, Nordrhein-Westfalen, 42389, Deutschland"
Düsseldorf,Stadt Wuppertal,Gesamtschule,192806,"Wuppertal, GE Barmen",6,51.2672827,7.1864641,"Gesamtschule Barmen, Wasserstraße, Unterbarmen, Gemarkung Barmen, Wuppertal, Nordrhein-Westfalen, 42283, Deutschland"
Düsseldorf,Stadt Wuppertal,Gesamtschule,197397,"Wuppertal, GE Uellendahl-Katernberg",6,51.270216,7.1228445,"Gesamtschule Uellendahl-Katernberg, Kruppstraße, Katernberg, Gemarkung Elberfeld, Uellendahl-Katernberg, Wuppertal, Nordrhein-Westfalen, 42113, Deutschland"
Düsseldorf,Stadt Wuppertal,Gymnasium,165372,"Wuppertal, Gym Bayreuther Str.",4,51.2614037,7.1288164,"Städtisches Gymnasium Bayreuther Straße, Bayreuther Straße, Ölberg, Gemarkung Elberfeld, Elberfeld-West, Wuppertal, Nordrhein-Westfalen, 42115, Deutschland"
Düsseldorf,Stadt Wuppertal,Gymnasium,165384,"Wuppertal, Gym Carl-Fuhlrott",2,51.2638911,7.134489,"Johann Carl Fuhlrott, Hochstraße, Ölberg, Gemarkung Elberfeld, Elberfeld, Wuppertal, Nordrhein-Westfalen, 42105, Deutschland"
Düsseldorf,Stadt Wuppertal,Gymnasium,165402,"Wuppertal, Gym Carl-Duisberg",5,51.2776422,7.2208434,"Carl-Duisberg-Gymnasium, 10, Max-Planck-Straße, Bergisches Plateau, Gemarkung Barmen, Oberbarmen, Wuppertal, Nordrhein-Westfalen, 42277, Deutschland"
Düsseldorf,Stadt Wuppertal,Gymnasium,165414,"Wuppertal, Gym Vohwinkel",4,51.2312019,7.0803663,"Gymnasium Vohwinkel, 21, Goerdelerstraße, Vohwinkel, Gemarkung Vohwinkel, Vohwinkel, Wuppertal, Nordrhein-Westfalen, 42329, Deutschland"
Düsseldorf,Stadt Wuppertal,Gymnasium,165438,"Wuppertal, Gym Wilhelm-Dörpfeld-Gym",4,51.2538835,7.1440413,"Wilhelm-Dörpfeld-Gymnasium, Kleeblatt, Elberfeld, Gemarkung Elberfeld, Elberfeld, Wuppertal, Nordrhein-Westfalen, 42103, Deutschland"
Düsseldorf,Stadt Wuppertal,Gymnasium,165451,"Wuppertal, Gym Am Kothen",4,51.2579937,7.1831254,"Gymnasium Am Kothen, 34, Schluchtstraße, Unterbarmen, Gemarkung Barmen, Wuppertal, Nordrhein-Westfalen, 42285, Deutschland"
Düsseldorf,Stadt Wuppertal,Gymnasium,165463,"Wuppertal, Gym Johannes Rau",8,51.2874801,7.2146379,"Johannes-Rau-Schule, Kreuzstraße, Wichlinghausen, Gemarkung Barmen, Oberbarmen, Wuppertal, Nordrhein-Westfalen, 42277, Deutschland"
Düsseldorf,Stadt Wuppertal,Gymnasium,165475,"Wuppertal, Gym Sedanstr.",6,51.2723757,7.196708,"Städtisches Gymnasium Sedanstraße, 14, Sedanstraße, Sedansberg, Gemarkung Barmen, Wuppertal, Nordrhein-Westfalen, 42275, Deutschland"
Köln,Kreis Düren,Gesamtschule,189390,"Langerwehe, GE Josef-Schwarz-Straße",2,50.8171799,6.3639355,"Josef-Schwarz-Straße, Langerwehe, Pier, Langerwehe, Kreis Düren, Nordrhein-Westfalen, 52379, Deutschland"
Köln,Kreis Düren,Gesamtschule,189522,"Düren, GE Heinrich-Böll",8,50.8066942,6.5037404,"Heinrich-Böll-Gesamtschule, 120, Girbelsrather Straße, Grüngürtel, Düren, Kreis Düren, Nordrhein-Westfalen, 52351, Deutschland"
Köln,Kreis Düren,Gesamtschule,189959,"Düren, GE Anne-Frank",5,50.817712,6.4464436,"Anne-Frank-Gesamtschule, 3, Kupfermühle, Getzerhof, Mariaweiler-Hoven, Mariaweiler, Düren, Kreis Düren, Nordrhein-Westfalen, 52353, Deutschland"
Köln,Kreis Düren,Gesamtschule,191851,"Merzenich, GE Schulstraße",2,50.8281535,6.5271396,"Gesamtschule Niederzier/Merzenich, 7, Schulstraße, Morschenich, Merzenich, Kreis Düren, Nordrhein-Westfalen, 52399, Deutschland"
Köln,Kreis Düren,Gesamtschule,199175,"Aldenhoven, GE Pestalozziring",3,50.8969033,6.2944541,"Gesamtschule Aldenhoven-Linnich, 12-18, Pestalozziring, Aldenhoven, Kreis Düren, Nordrhein-Westfalen, 52457, Deutschland"
Köln,Kreis Düren,Gymnasium,167526,"Düren, Gym Rurtal",3,50.8070445,6.4891963,"Rurtal-Gymnasium, 17, Bismarckstraße, Grüngürtel, Düren, Kreis Düren, Nordrhein-Westfalen, 52351, Deutschland"
Köln,Kreis Düren,Gymnasium,167538,"Düren, Gym Burgau",3,50.7870894,6.4932666,"Burgau-Gymnasium, 5, Karl-Arnold-Straße, Düren, Kreis Düren, Nordrhein-Westfalen, 52349, Deutschland"
Köln,Kreis Düren,Gymnasium,167540,"Düren, Gym am Wirteltor",4,50.8071832,6.4861227,"Gymnasium am Wirteltor, 1, Hans-Brückmann-Straße, Düren, Kreis Düren, Nordrhein-Westfalen, 52351, Deutschland"
Köln,Kreis Düren,Gymnasium,167587,"Jülich, Gym Zitadelle",2,50.9249442,6.3558623,"Gymnasium Zitadelle, 39, Düsseldorfer Straße, Jülich, Kreis Düren, Nordrhein-Westfalen, 52428, Deutschland"
Köln,Kreis Düren,Gymnasium,192090,"Kreuzau, Gym Am Wassergarten",1,50.7450857,6.4852581,"Am Wassergarten, Winden, Kreuzau, Kreis Düren, Nordrhein-Westfalen, 52372, Deutschland"
Köln,Kreis Euskirchen,Gesamtschule,191929,"Weilerswist, GE Martin-Luther-Str.",2,50.748936,6.8403032,"Gesamtschule Weilerswist, Martin-Luther-Straße, Weilerswist, Kreis Euskirchen, Nordrhein-Westfalen, 53919, Deutschland"
Köln,Kreis Euskirchen,Gesamtschule,197774,"Blankenheim, GE Eifel",2,50.435422,6.6586907,"Gesamtschule Eifel - Standort Blankenheim Sek I, 8, Finkenberg, Blankenheim, Kreis Euskirchen, Nordrhein-Westfalen, 53945, Deutschland"
Köln,Kreis Euskirchen,Gesamtschule,199023,"Euskirchen, GE Geschwister-Graf",5,50.660682,6.7935814,"Geschwister-Graf-Gesamtschule Euskirchen, Kölner Straße, Altstadt, Euskirchen, Kreis Euskirchen, Nordrhein-Westfalen, 53879, Deutschland"
